image,label,stage
images\003285.png,labels\003285.txt,val
images\003286.png,labels\003286.txt,val
images\003287.png,labels\003287.txt,train
images\003288.png,labels\003288.txt,train
images\003289.png,labels\003289.txt,val
images\003290.png,labels\003290.txt,train
images\003291.png,labels\003291.txt,val
images\003292.png,labels\003292.txt,train
images\003293.png,labels\003293.txt,train
images\003294.png,labels\003294.txt,train
images\003295.png,labels\003295.txt,train
images\003296.png,labels\003296.txt,train
images\003297.png,labels\003297.txt,train
images\003298.png,labels\003298.txt,train
images\003299.png,labels\003299.txt,train
images\003300.png,labels\003300.txt,train
images\003301.png,labels\003301.txt,train
images\003302.png,labels\003302.txt,val
images\003303.png,labels\003303.txt,train
images\003304.png,labels\003304.txt,train
images\003305.png,labels\003305.txt,train
images\003306.png,labels\003306.txt,train
images\003307.png,labels\003307.txt,val
images\003308.png,labels\003308.txt,train
images\003309.png,labels\003309.txt,train
images\003310.png,labels\003310.txt,train
images\003311.png,labels\003311.txt,train
images\003312.png,labels\003312.txt,train
images\003313.png,labels\003313.txt,train
images\003314.png,labels\003314.txt,train
images\003315.png,labels\003315.txt,train
images\003316.png,labels\003316.txt,train
images\003317.png,labels\003317.txt,train
images\003318.png,labels\003318.txt,train
images\003319.png,labels\003319.txt,train
images\003320.png,labels\003320.txt,train
images\003321.png,labels\003321.txt,val
images\003322.png,labels\003322.txt,train
images\003323.png,labels\003323.txt,train
images\003324.png,labels\003324.txt,train
images\003325.png,labels\003325.txt,train
images\003326.png,labels\003326.txt,train
images\003327.png,labels\003327.txt,train
images\003328.png,labels\003328.txt,train
images\003329.png,labels\003329.txt,train
images\003330.png,labels\003330.txt,train
images\003331.png,labels\003331.txt,train
images\003332.png,labels\003332.txt,val
images\003333.png,labels\003333.txt,train
images\003334.png,labels\003334.txt,train
images\003335.png,labels\003335.txt,train
images\003336.png,labels\003336.txt,train
images\003337.png,labels\003337.txt,train
images\003338.png,labels\003338.txt,train
images\003339.png,labels\003339.txt,train
images\003340.png,labels\003340.txt,train
images\003341.png,labels\003341.txt,train
images\003342.png,labels\003342.txt,train
images\003343.png,labels\003343.txt,train
images\003344.png,labels\003344.txt,train
images\003345.png,labels\003345.txt,train
images\003346.png,labels\003346.txt,train
images\003347.png,labels\003347.txt,train
images\003348.png,labels\003348.txt,train
images\003349.png,labels\003349.txt,train
images\003350.png,labels\003350.txt,val
images\003351.png,labels\003351.txt,train
images\003352.png,labels\003352.txt,train
images\003353.png,labels\003353.txt,train
images\003354.png,labels\003354.txt,val
images\003355.png,labels\003355.txt,train
images\003356.png,labels\003356.txt,train
images\003357.png,labels\003357.txt,val
images\003358.png,labels\003358.txt,train
images\003359.png,labels\003359.txt,train
images\003360.png,labels\003360.txt,train
images\003361.png,labels\003361.txt,train
images\003362.png,labels\003362.txt,train
images\003363.png,labels\003363.txt,train
images\003364.png,labels\003364.txt,train
images\003365.png,labels\003365.txt,train
images\003366.png,labels\003366.txt,train
images\003367.png,labels\003367.txt,train
images\003368.png,labels\003368.txt,train
images\003369.png,labels\003369.txt,train
images\003370.png,labels\003370.txt,train
images\003371.png,labels\003371.txt,train
images\003372.png,labels\003372.txt,val
images\003373.png,labels\003373.txt,train
images\003374.png,labels\003374.txt,train
images\003375.png,labels\003375.txt,train
images\003376.png,labels\003376.txt,train
images\003377.png,labels\003377.txt,train
images\003378.png,labels\003378.txt,train
images\003379.png,labels\003379.txt,val
images\003380.png,labels\003380.txt,train
images\003381.png,labels\003381.txt,train
images\003382.png,labels\003382.txt,val
images\003383.png,labels\003383.txt,train
images\003384.png,labels\003384.txt,train
images\003385.png,labels\003385.txt,train
images\003386.png,labels\003386.txt,train
images\003387.png,labels\003387.txt,train
images\003388.png,labels\003388.txt,train
images\003389.png,labels\003389.txt,train
images\003390.png,labels\003390.txt,train
images\003391.png,labels\003391.txt,val
images\003392.png,labels\003392.txt,train
images\003393.png,labels\003393.txt,train
images\003394.png,labels\003394.txt,train
images\003395.png,labels\003395.txt,train
images\003396.png,labels\003396.txt,train
images\003397.png,labels\003397.txt,val
images\003398.png,labels\003398.txt,train
images\003399.png,labels\003399.txt,train
images\003400.png,labels\003400.txt,train
images\003401.png,labels\003401.txt,train
images\003402.png,labels\003402.txt,train
images\003403.png,labels\003403.txt,train
images\003404.png,labels\003404.txt,train
images\003405.png,labels\003405.txt,train
images\003406.png,labels\003406.txt,train
images\003407.png,labels\003407.txt,train
images\003408.png,labels\003408.txt,train
images\003409.png,labels\003409.txt,train
images\003410.png,labels\003410.txt,val
images\003411.png,labels\003411.txt,train
images\003412.png,labels\003412.txt,train
images\003413.png,labels\003413.txt,val
images\003414.png,labels\003414.txt,train
images\003415.png,labels\003415.txt,train
images\003416.png,labels\003416.txt,train
images\003417.png,labels\003417.txt,train
images\003418.png,labels\003418.txt,train
images\003419.png,labels\003419.txt,train
images\003420.png,labels\003420.txt,train
images\003421.png,labels\003421.txt,train
images\003422.png,labels\003422.txt,train
images\003423.png,labels\003423.txt,train
images\003424.png,labels\003424.txt,val
images\003425.png,labels\003425.txt,train
images\003426.png,labels\003426.txt,train
images\003427.png,labels\003427.txt,train
images\003428.png,labels\003428.txt,val
images\003429.png,labels\003429.txt,train
images\003430.png,labels\003430.txt,train
images\003431.png,labels\003431.txt,train
images\003432.png,labels\003432.txt,train
images\003433.png,labels\003433.txt,train
images\003434.png,labels\003434.txt,train
images\003435.png,labels\003435.txt,train
images\003436.png,labels\003436.txt,val
images\003437.png,labels\003437.txt,val
images\003438.png,labels\003438.txt,val
images\003439.png,labels\003439.txt,train
images\003440.png,labels\003440.txt,train
images\003441.png,labels\003441.txt,val
images\003442.png,labels\003442.txt,train
images\003443.png,labels\003443.txt,train
images\003444.png,labels\003444.txt,val
images\003445.png,labels\003445.txt,train
images\003446.png,labels\003446.txt,train
images\003447.png,labels\003447.txt,val
images\003448.png,labels\003448.txt,train
images\003449.png,labels\003449.txt,train
images\003450.png,labels\003450.txt,train
images\003451.png,labels\003451.txt,train
images\003452.png,labels\003452.txt,train
images\003453.png,labels\003453.txt,val
images\003454.png,labels\003454.txt,train
images\003455.png,labels\003455.txt,train
images\003456.png,labels\003456.txt,val
images\003457.png,labels\003457.txt,val
images\003458.png,labels\003458.txt,train
images\003459.png,labels\003459.txt,train
images\003460.png,labels\003460.txt,train
images\003461.png,labels\003461.txt,train
images\003462.png,labels\003462.txt,val
images\003463.png,labels\003463.txt,train
images\003464.png,labels\003464.txt,train
images\003465.png,labels\003465.txt,val
images\003466.png,labels\003466.txt,train
images\003467.png,labels\003467.txt,train
images\003468.png,labels\003468.txt,train
images\003469.png,labels\003469.txt,val
images\003470.png,labels\003470.txt,train
images\003471.png,labels\003471.txt,train
images\003472.png,labels\003472.txt,train
images\003473.png,labels\003473.txt,train
images\003474.png,labels\003474.txt,train
images\003475.png,labels\003475.txt,train
images\003476.png,labels\003476.txt,train
images\003477.png,labels\003477.txt,train
images\003478.png,labels\003478.txt,train
images\003479.png,labels\003479.txt,train
images\003480.png,labels\003480.txt,train
images\003481.png,labels\003481.txt,train
images\003482.png,labels\003482.txt,val
images\003483.png,labels\003483.txt,train
images\003484.png,labels\003484.txt,train
images\003485.png,labels\003485.txt,val
images\003486.png,labels\003486.txt,train
images\003487.png,labels\003487.txt,train
images\003488.png,labels\003488.txt,train
images\003489.png,labels\003489.txt,train
images\003490.png,labels\003490.txt,val
images\003491.png,labels\003491.txt,train
images\003492.png,labels\003492.txt,train
images\003493.png,labels\003493.txt,train
images\003494.png,labels\003494.txt,train
images\003495.png,labels\003495.txt,train
images\003496.png,labels\003496.txt,train
images\003497.png,labels\003497.txt,train
images\003498.png,labels\003498.txt,train
images\003499.png,labels\003499.txt,train
images\003500.png,labels\003500.txt,train
images\003501.png,labels\003501.txt,train
images\003502.png,labels\003502.txt,train
images\003503.png,labels\003503.txt,val
images\003504.png,labels\003504.txt,train
images\003505.png,labels\003505.txt,train
images\003506.png,labels\003506.txt,val
images\003507.png,labels\003507.txt,train
images\003508.png,labels\003508.txt,train
images\003509.png,labels\003509.txt,train
images\003510.png,labels\003510.txt,train
images\003511.png,labels\003511.txt,train
images\003512.png,labels\003512.txt,train
images\003513.png,labels\003513.txt,train
images\003514.png,labels\003514.txt,train
images\003515.png,labels\003515.txt,val
images\003516.png,labels\003516.txt,train
images\003517.png,labels\003517.txt,train
images\003518.png,labels\003518.txt,train
images\003519.png,labels\003519.txt,train
images\003520.png,labels\003520.txt,val
images\003521.png,labels\003521.txt,train
images\003522.png,labels\003522.txt,train
images\003523.png,labels\003523.txt,train
images\003524.png,labels\003524.txt,train
images\003525.png,labels\003525.txt,train
images\003526.png,labels\003526.txt,train
images\003527.png,labels\003527.txt,train
images\003528.png,labels\003528.txt,train
images\003529.png,labels\003529.txt,train
images\003530.png,labels\003530.txt,train
images\003531.png,labels\003531.txt,val
images\003532.png,labels\003532.txt,train
images\003533.png,labels\003533.txt,val
images\003534.png,labels\003534.txt,train
images\003535.png,labels\003535.txt,train
images\003536.png,labels\003536.txt,train
images\003537.png,labels\003537.txt,val
images\003538.png,labels\003538.txt,train
images\003539.png,labels\003539.txt,train
images\003540.png,labels\003540.txt,train
images\003541.png,labels\003541.txt,train
images\003542.png,labels\003542.txt,train
images\003543.png,labels\003543.txt,train
images\003544.png,labels\003544.txt,train
images\003545.png,labels\003545.txt,val
images\003546.png,labels\003546.txt,train
images\003547.png,labels\003547.txt,train
images\003548.png,labels\003548.txt,train
images\003549.png,labels\003549.txt,train
images\003550.png,labels\003550.txt,train
images\003551.png,labels\003551.txt,train
images\003552.png,labels\003552.txt,train
images\003553.png,labels\003553.txt,val
images\003554.png,labels\003554.txt,train
images\003555.png,labels\003555.txt,train
images\003556.png,labels\003556.txt,train
images\003557.png,labels\003557.txt,train
images\003558.png,labels\003558.txt,train
images\003559.png,labels\003559.txt,train
images\003560.png,labels\003560.txt,train
images\003561.png,labels\003561.txt,val
images\003562.png,labels\003562.txt,train
images\003563.png,labels\003563.txt,val
images\003564.png,labels\003564.txt,train
images\003565.png,labels\003565.txt,val
images\003566.png,labels\003566.txt,val
images\003567.png,labels\003567.txt,train
images\003568.png,labels\003568.txt,train
images\003569.png,labels\003569.txt,train
images\003570.png,labels\003570.txt,train
images\003571.png,labels\003571.txt,train
images\003572.png,labels\003572.txt,train
images\003573.png,labels\003573.txt,train
images\003574.png,labels\003574.txt,val
images\003575.png,labels\003575.txt,train
images\003576.png,labels\003576.txt,val
images\003577.png,labels\003577.txt,train
images\003578.png,labels\003578.txt,train
images\003579.png,labels\003579.txt,train
images\003580.png,labels\003580.txt,train
images\003581.png,labels\003581.txt,train
images\003582.png,labels\003582.txt,train
images\003583.png,labels\003583.txt,train
images\003584.png,labels\003584.txt,train
images\003585.png,labels\003585.txt,train
images\003586.png,labels\003586.txt,train
images\003587.png,labels\003587.txt,train
images\003588.png,labels\003588.txt,train
images\003589.png,labels\003589.txt,val
images\003590.png,labels\003590.txt,train
images\003591.png,labels\003591.txt,train
images\003592.png,labels\003592.txt,train
images\003593.png,labels\003593.txt,train
images\003594.png,labels\003594.txt,train
images\003595.png,labels\003595.txt,train
images\003596.png,labels\003596.txt,train
images\003597.png,labels\003597.txt,val
images\003598.png,labels\003598.txt,train
images\003599.png,labels\003599.txt,train
images\003600.png,labels\003600.txt,train
images\003601.png,labels\003601.txt,train
images\003602.png,labels\003602.txt,train
images\003603.png,labels\003603.txt,train
images\003604.png,labels\003604.txt,train
images\003605.png,labels\003605.txt,val
images\003606.png,labels\003606.txt,train
images\003607.png,labels\003607.txt,train
images\003608.png,labels\003608.txt,val
images\003609.png,labels\003609.txt,train
images\003610.png,labels\003610.txt,train
images\003611.png,labels\003611.txt,train
images\003612.png,labels\003612.txt,train
images\003613.png,labels\003613.txt,train
images\003614.png,labels\003614.txt,train
images\003615.png,labels\003615.txt,val
images\003616.png,labels\003616.txt,val
images\003617.png,labels\003617.txt,train
images\003618.png,labels\003618.txt,val
images\003619.png,labels\003619.txt,val
images\003620.png,labels\003620.txt,train
images\003621.png,labels\003621.txt,val
images\003622.png,labels\003622.txt,train
images\003623.png,labels\003623.txt,train
images\003624.png,labels\003624.txt,train
images\003625.png,labels\003625.txt,train
images\003626.png,labels\003626.txt,train
images\003627.png,labels\003627.txt,train
images\003628.png,labels\003628.txt,train
images\003629.png,labels\003629.txt,train
images\003630.png,labels\003630.txt,train
images\003631.png,labels\003631.txt,train
images\003632.png,labels\003632.txt,train
images\003633.png,labels\003633.txt,train
images\003634.png,labels\003634.txt,train
images\003635.png,labels\003635.txt,val
images\003636.png,labels\003636.txt,val
images\003637.png,labels\003637.txt,train
images\003638.png,labels\003638.txt,train
images\003639.png,labels\003639.txt,train
images\003640.png,labels\003640.txt,train
images\003641.png,labels\003641.txt,train
images\003642.png,labels\003642.txt,train
images\003643.png,labels\003643.txt,train
images\003644.png,labels\003644.txt,train
images\003645.png,labels\003645.txt,train
images\003646.png,labels\003646.txt,train
images\003647.png,labels\003647.txt,val
images\003648.png,labels\003648.txt,train
images\003649.png,labels\003649.txt,val
images\003650.png,labels\003650.txt,val
images\003651.png,labels\003651.txt,val
images\003652.png,labels\003652.txt,val
images\003653.png,labels\003653.txt,train
images\003654.png,labels\003654.txt,train
images\003655.png,labels\003655.txt,train
images\003656.png,labels\003656.txt,train
images\003657.png,labels\003657.txt,val
images\003658.png,labels\003658.txt,train
images\003659.png,labels\003659.txt,train
images\003660.png,labels\003660.txt,train
images\003661.png,labels\003661.txt,train
images\003662.png,labels\003662.txt,train
images\003663.png,labels\003663.txt,val
images\003664.png,labels\003664.txt,train
images\003665.png,labels\003665.txt,val
images\003666.png,labels\003666.txt,train
images\003667.png,labels\003667.txt,train
images\003668.png,labels\003668.txt,val
images\003669.png,labels\003669.txt,train
images\003670.png,labels\003670.txt,train
images\003671.png,labels\003671.txt,train
images\003672.png,labels\003672.txt,train
images\003673.png,labels\003673.txt,train
images\003674.png,labels\003674.txt,train
images\003675.png,labels\003675.txt,train
images\003676.png,labels\003676.txt,train
images\003677.png,labels\003677.txt,val
images\003678.png,labels\003678.txt,train
images\003679.png,labels\003679.txt,val
images\003680.png,labels\003680.txt,train
images\003681.png,labels\003681.txt,train
images\003682.png,labels\003682.txt,train
images\003683.png,labels\003683.txt,train
images\003684.png,labels\003684.txt,train
images\003685.png,labels\003685.txt,train
images\003686.png,labels\003686.txt,train
images\003687.png,labels\003687.txt,train
images\003688.png,labels\003688.txt,train
images\003689.png,labels\003689.txt,train
images\003690.png,labels\003690.txt,train
images\003691.png,labels\003691.txt,val
images\003692.png,labels\003692.txt,train
images\003693.png,labels\003693.txt,train
images\003694.png,labels\003694.txt,train
images\003695.png,labels\003695.txt,train
images\003696.png,labels\003696.txt,train
images\003697.png,labels\003697.txt,train
images\003698.png,labels\003698.txt,train
images\003699.png,labels\003699.txt,train
images\003700.png,labels\003700.txt,train
images\003701.png,labels\003701.txt,train
images\003702.png,labels\003702.txt,val
images\003703.png,labels\003703.txt,train
images\003704.png,labels\003704.txt,val
images\003705.png,labels\003705.txt,train
images\003706.png,labels\003706.txt,train
images\003707.png,labels\003707.txt,train
images\003708.png,labels\003708.txt,train
images\003709.png,labels\003709.txt,train
images\003710.png,labels\003710.txt,train
images\003711.png,labels\003711.txt,train
images\003712.png,labels\003712.txt,train
images\003713.png,labels\003713.txt,train
images\003714.png,labels\003714.txt,train
images\003715.png,labels\003715.txt,val
images\003716.png,labels\003716.txt,train
images\003717.png,labels\003717.txt,train
images\003718.png,labels\003718.txt,val
images\003719.png,labels\003719.txt,train
images\003720.png,labels\003720.txt,train
images\003721.png,labels\003721.txt,val
images\003722.png,labels\003722.txt,val
images\003723.png,labels\003723.txt,train
images\003724.png,labels\003724.txt,train
images\003725.png,labels\003725.txt,train
images\003726.png,labels\003726.txt,train
images\003727.png,labels\003727.txt,train
images\003728.png,labels\003728.txt,train
images\003729.png,labels\003729.txt,train
images\003730.png,labels\003730.txt,train
images\003731.png,labels\003731.txt,val
images\003732.png,labels\003732.txt,train
images\003733.png,labels\003733.txt,train
images\003734.png,labels\003734.txt,train
images\003735.png,labels\003735.txt,train
images\003736.png,labels\003736.txt,train
images\003737.png,labels\003737.txt,train
images\003738.png,labels\003738.txt,train
images\003739.png,labels\003739.txt,train
images\003740.png,labels\003740.txt,train
images\003741.png,labels\003741.txt,train
images\003742.png,labels\003742.txt,train
images\003743.png,labels\003743.txt,train
images\003744.png,labels\003744.txt,train
images\003745.png,labels\003745.txt,train
images\003746.png,labels\003746.txt,train
images\003747.png,labels\003747.txt,train
images\003748.png,labels\003748.txt,val
images\003749.png,labels\003749.txt,val
images\003750.png,labels\003750.txt,train
images\003751.png,labels\003751.txt,train
images\003752.png,labels\003752.txt,train
images\003753.png,labels\003753.txt,train
images\003754.png,labels\003754.txt,train
images\003755.png,labels\003755.txt,val
images\003756.png,labels\003756.txt,train
images\003757.png,labels\003757.txt,train
images\003758.png,labels\003758.txt,val
images\003759.png,labels\003759.txt,train
images\003760.png,labels\003760.txt,train
images\003761.png,labels\003761.txt,train
images\003762.png,labels\003762.txt,train
images\003763.png,labels\003763.txt,train
images\003764.png,labels\003764.txt,train
images\003765.png,labels\003765.txt,train
images\003766.png,labels\003766.txt,val
images\003767.png,labels\003767.txt,val
images\003768.png,labels\003768.txt,train
images\003769.png,labels\003769.txt,train
images\003770.png,labels\003770.txt,val
images\003771.png,labels\003771.txt,train
images\003772.png,labels\003772.txt,train
images\003773.png,labels\003773.txt,train
images\003774.png,labels\003774.txt,train
images\003775.png,labels\003775.txt,train
images\003776.png,labels\003776.txt,train
images\003777.png,labels\003777.txt,val
images\003778.png,labels\003778.txt,train
images\003779.png,labels\003779.txt,val
images\003780.png,labels\003780.txt,val
images\003781.png,labels\003781.txt,val
images\003782.png,labels\003782.txt,train
images\003783.png,labels\003783.txt,val
images\003784.png,labels\003784.txt,train
images\003785.png,labels\003785.txt,train
images\003786.png,labels\003786.txt,train
images\003787.png,labels\003787.txt,train
images\003788.png,labels\003788.txt,train
images\003789.png,labels\003789.txt,train
images\003790.png,labels\003790.txt,train
images\003791.png,labels\003791.txt,train
images\003792.png,labels\003792.txt,train
images\003793.png,labels\003793.txt,train
images\003794.png,labels\003794.txt,train
images\003795.png,labels\003795.txt,train
images\003796.png,labels\003796.txt,train
images\003797.png,labels\003797.txt,train
images\003798.png,labels\003798.txt,train
images\003799.png,labels\003799.txt,val
images\003800.png,labels\003800.txt,train
images\003801.png,labels\003801.txt,train
images\003802.png,labels\003802.txt,train
images\003803.png,labels\003803.txt,train
images\003804.png,labels\003804.txt,train
images\003805.png,labels\003805.txt,train
images\003806.png,labels\003806.txt,train
images\003807.png,labels\003807.txt,train
images\003808.png,labels\003808.txt,val
images\003809.png,labels\003809.txt,val
images\003810.png,labels\003810.txt,train
images\003811.png,labels\003811.txt,train
images\003812.png,labels\003812.txt,val
images\003813.png,labels\003813.txt,val
images\003814.png,labels\003814.txt,train
images\003815.png,labels\003815.txt,train
images\003816.png,labels\003816.txt,train
images\003817.png,labels\003817.txt,train
images\003818.png,labels\003818.txt,train
images\003819.png,labels\003819.txt,train
images\003820.png,labels\003820.txt,train
images\003821.png,labels\003821.txt,train
images\003822.png,labels\003822.txt,train
images\003823.png,labels\003823.txt,train
images\003824.png,labels\003824.txt,train
images\003825.png,labels\003825.txt,val
images\003826.png,labels\003826.txt,train
images\003827.png,labels\003827.txt,train
images\003828.png,labels\003828.txt,train
images\003829.png,labels\003829.txt,train
images\003830.png,labels\003830.txt,train
images\003831.png,labels\003831.txt,train
images\003832.png,labels\003832.txt,val
images\003833.png,labels\003833.txt,val
images\003834.png,labels\003834.txt,train
images\003835.png,labels\003835.txt,val
images\003836.png,labels\003836.txt,train
images\003837.png,labels\003837.txt,train
images\003838.png,labels\003838.txt,train
images\003839.png,labels\003839.txt,train
images\003840.png,labels\003840.txt,train
images\003841.png,labels\003841.txt,train
images\003842.png,labels\003842.txt,train
images\003843.png,labels\003843.txt,val
images\003844.png,labels\003844.txt,val
images\003845.png,labels\003845.txt,train
images\003846.png,labels\003846.txt,train
images\003847.png,labels\003847.txt,train
images\003848.png,labels\003848.txt,val
images\003849.png,labels\003849.txt,val
images\003850.png,labels\003850.txt,train
images\003851.png,labels\003851.txt,train
images\003852.png,labels\003852.txt,train
images\003853.png,labels\003853.txt,train
images\003854.png,labels\003854.txt,train
images\003855.png,labels\003855.txt,val
images\003856.png,labels\003856.txt,train
images\003857.png,labels\003857.txt,train
images\003858.png,labels\003858.txt,val
images\003859.png,labels\003859.txt,val
images\003860.png,labels\003860.txt,train
images\003861.png,labels\003861.txt,train
images\003862.png,labels\003862.txt,val
images\003863.png,labels\003863.txt,train
images\003864.png,labels\003864.txt,train
images\003865.png,labels\003865.txt,val
images\003866.png,labels\003866.txt,val
images\003867.png,labels\003867.txt,train
images\003868.png,labels\003868.txt,val
images\003869.png,labels\003869.txt,train
images\003870.png,labels\003870.txt,train
images\003871.png,labels\003871.txt,train
images\003872.png,labels\003872.txt,train
images\003873.png,labels\003873.txt,train
images\003874.png,labels\003874.txt,train
images\003875.png,labels\003875.txt,train
images\003876.png,labels\003876.txt,train
images\003877.png,labels\003877.txt,train
images\003878.png,labels\003878.txt,train
images\003879.png,labels\003879.txt,train
images\003880.png,labels\003880.txt,val
images\003881.png,labels\003881.txt,train
images\003882.png,labels\003882.txt,train
images\003883.png,labels\003883.txt,train
images\003884.png,labels\003884.txt,train
images\003885.png,labels\003885.txt,train
images\003886.png,labels\003886.txt,val
images\003887.png,labels\003887.txt,train
images\003888.png,labels\003888.txt,train
images\003889.png,labels\003889.txt,train
images\003890.png,labels\003890.txt,val
images\003891.png,labels\003891.txt,val
images\003892.png,labels\003892.txt,train
images\003893.png,labels\003893.txt,train
images\003894.png,labels\003894.txt,train
images\003895.png,labels\003895.txt,train
images\003896.png,labels\003896.txt,train
images\003897.png,labels\003897.txt,train
images\003898.png,labels\003898.txt,train
images\003899.png,labels\003899.txt,val
images\003900.png,labels\003900.txt,train
images\003901.png,labels\003901.txt,train
images\003902.png,labels\003902.txt,train
images\003903.png,labels\003903.txt,train
images\003904.png,labels\003904.txt,train
images\003905.png,labels\003905.txt,train
images\003906.png,labels\003906.txt,train
images\003907.png,labels\003907.txt,train
images\003908.png,labels\003908.txt,train
images\003909.png,labels\003909.txt,train
images\003910.png,labels\003910.txt,val
images\003911.png,labels\003911.txt,train
images\003912.png,labels\003912.txt,train
images\003913.png,labels\003913.txt,val
images\003914.png,labels\003914.txt,train
images\003915.png,labels\003915.txt,train
images\003916.png,labels\003916.txt,train
images\003917.png,labels\003917.txt,val
images\003918.png,labels\003918.txt,train
images\003919.png,labels\003919.txt,train
images\003920.png,labels\003920.txt,train
images\003921.png,labels\003921.txt,train
images\003922.png,labels\003922.txt,val
images\003923.png,labels\003923.txt,train
images\003924.png,labels\003924.txt,train
images\003925.png,labels\003925.txt,train
images\003926.png,labels\003926.txt,train
images\003927.png,labels\003927.txt,train
images\003928.png,labels\003928.txt,train
images\003929.png,labels\003929.txt,val
images\003930.png,labels\003930.txt,train
images\003931.png,labels\003931.txt,train
images\003932.png,labels\003932.txt,train
images\003933.png,labels\003933.txt,train
images\003934.png,labels\003934.txt,val
images\003935.png,labels\003935.txt,val
images\003936.png,labels\003936.txt,train
images\003937.png,labels\003937.txt,train
images\003938.png,labels\003938.txt,val
images\003939.png,labels\003939.txt,train
images\003940.png,labels\003940.txt,train
images\003941.png,labels\003941.txt,train
images\003942.png,labels\003942.txt,train
images\003943.png,labels\003943.txt,train
images\003944.png,labels\003944.txt,train
images\003945.png,labels\003945.txt,train
images\003946.png,labels\003946.txt,train
images\003947.png,labels\003947.txt,val
images\003948.png,labels\003948.txt,train
images\003949.png,labels\003949.txt,train
images\003950.png,labels\003950.txt,train
images\003951.png,labels\003951.txt,train
images\003952.png,labels\003952.txt,train
images\003953.png,labels\003953.txt,val
images\003954.png,labels\003954.txt,train
images\003955.png,labels\003955.txt,train
images\003956.png,labels\003956.txt,train
images\003957.png,labels\003957.txt,val
images\003958.png,labels\003958.txt,val
images\003959.png,labels\003959.txt,val
images\003960.png,labels\003960.txt,val
images\003961.png,labels\003961.txt,train
images\003962.png,labels\003962.txt,train
images\003963.png,labels\003963.txt,train
images\003964.png,labels\003964.txt,train
images\003965.png,labels\003965.txt,train
images\003966.png,labels\003966.txt,train
images\003967.png,labels\003967.txt,train
images\003968.png,labels\003968.txt,train
images\003969.png,labels\003969.txt,train
images\003970.png,labels\003970.txt,train
images\003971.png,labels\003971.txt,train
images\003972.png,labels\003972.txt,val
images\003973.png,labels\003973.txt,train
images\003974.png,labels\003974.txt,val
images\003975.png,labels\003975.txt,train
images\003976.png,labels\003976.txt,train
images\003977.png,labels\003977.txt,train
images\003978.png,labels\003978.txt,train
images\003979.png,labels\003979.txt,train
images\003980.png,labels\003980.txt,train
images\003981.png,labels\003981.txt,train
images\003982.png,labels\003982.txt,val
images\003983.png,labels\003983.txt,train
images\003984.png,labels\003984.txt,train
images\003985.png,labels\003985.txt,train
images\003986.png,labels\003986.txt,train
images\003987.png,labels\003987.txt,train
images\003988.png,labels\003988.txt,train
images\003989.png,labels\003989.txt,train
images\003990.png,labels\003990.txt,train
images\003991.png,labels\003991.txt,train
images\003992.png,labels\003992.txt,train
images\003993.png,labels\003993.txt,train
images\003994.png,labels\003994.txt,train
images\003995.png,labels\003995.txt,val
images\003996.png,labels\003996.txt,train
images\003997.png,labels\003997.txt,val
images\003998.png,labels\003998.txt,train
images\003999.png,labels\003999.txt,train
images\004000.png,labels\004000.txt,train
images\004001.png,labels\004001.txt,train
images\004002.png,labels\004002.txt,train
images\004003.png,labels\004003.txt,val
images\004004.png,labels\004004.txt,train
images\004005.png,labels\004005.txt,train
images\004006.png,labels\004006.txt,train
images\004007.png,labels\004007.txt,train
images\004008.png,labels\004008.txt,train
images\004009.png,labels\004009.txt,train
images\004010.png,labels\004010.txt,train
images\004011.png,labels\004011.txt,train
images\004012.png,labels\004012.txt,val
images\004013.png,labels\004013.txt,train
images\004014.png,labels\004014.txt,val
images\004015.png,labels\004015.txt,train
images\004016.png,labels\004016.txt,train
images\004017.png,labels\004017.txt,val
images\004018.png,labels\004018.txt,train
images\004019.png,labels\004019.txt,train
images\004020.png,labels\004020.txt,val
images\004021.png,labels\004021.txt,train
images\004022.png,labels\004022.txt,val
images\004023.png,labels\004023.txt,val
images\004024.png,labels\004024.txt,train
images\004025.png,labels\004025.txt,train
images\004026.png,labels\004026.txt,train
images\004027.png,labels\004027.txt,train
images\004028.png,labels\004028.txt,train
images\004029.png,labels\004029.txt,train
images\004030.png,labels\004030.txt,val
images\004031.png,labels\004031.txt,train
images\004032.png,labels\004032.txt,val
images\004033.png,labels\004033.txt,train
images\004034.png,labels\004034.txt,train
images\004035.png,labels\004035.txt,train
images\004036.png,labels\004036.txt,val
images\004037.png,labels\004037.txt,train
images\004038.png,labels\004038.txt,train
images\004039.png,labels\004039.txt,train
images\004040.png,labels\004040.txt,train
images\004041.png,labels\004041.txt,train
images\004042.png,labels\004042.txt,train
images\004043.png,labels\004043.txt,train
images\004044.png,labels\004044.txt,train
images\004045.png,labels\004045.txt,val
images\004046.png,labels\004046.txt,val
images\004047.png,labels\004047.txt,train
images\004048.png,labels\004048.txt,train
images\004049.png,labels\004049.txt,train
images\004050.png,labels\004050.txt,train
images\004051.png,labels\004051.txt,train
images\004052.png,labels\004052.txt,train
images\004053.png,labels\004053.txt,train
images\004054.png,labels\004054.txt,train
images\004055.png,labels\004055.txt,train
images\004056.png,labels\004056.txt,train
images\004057.png,labels\004057.txt,val
images\004058.png,labels\004058.txt,train
images\004059.png,labels\004059.txt,train
images\004060.png,labels\004060.txt,train
images\004061.png,labels\004061.txt,train
